user,time,lat,lon,poi,user_id,poi_id,hour
3756,2010-03-15 17:33:00+00:00,30.2635153076,-97.7401685715,672114.0,2941,44164,17
5558,2010-01-24 21:22:44+00:00,39.3459884,-120.2130655,335035.0,4133,31197,21
4794,2010-10-20 00:44:03+00:00,30.2368731833,-97.7909384167,22749.0,3637,3675,0
3471,2010-02-01 17:02:19+00:00,40.7883969297,-111.9783827662,344414.0,2750,31625,17
8703,2010-08-14 22:46:20+00:00,33.9958150167,-84.5259875833,123639.0,5785,17791,22
8532,2010-02-09 10:24:33+00:00,48.6653821667,7.71937425,29003.0,5682,5231,10
4753,2010-05-21 21:44:40+00:00,41.6234622667,-87.8526810333,1065062.0,3606,54860,21
1460,2010-04-23 19:49:20+00:00,49.4493747736,11.0973576476,998808.0,1171,53350,19
4161,2010-10-01 14:17:38+00:00,26.3698851247,-80.137367035,210088.0,3187,24077,14
1459,2010-07-03 16:39:58+00:00,47.0674837727,15.4813992977,388399.0,1170,33766,16
5143,2010-09-12 19:08:50+00:00,30.2778648624,-97.7444373071,213114.0,3871,24285,19
3197,2010-10-09 12:47:37+00:00,30.2103586,-91.9923034,242811.0,2525,26302,12
340,2010-03-21 17:17:38+00:00,55.9357736607,-3.0625905057,734397.0,289,46286,17
163,2010-04-17 00:07:51+00:00,30.2309282764,-97.817491293,79093.0,139,13261,0
7292,2010-05-01 17:46:32+00:00,30.301744476,-97.744897306,19684.0,5135,2982,17
3500,2010-08-13 01:14:22+00:00,37.7821035804,-122.4478653073,100962.0,2772,15692,1
89,2010-02-20 00:44:25+00:00,32.86464875,-96.7098252833,166379.0,74,21087,0
557,2010-09-17 11:25:08+00:00,-34.5816642606,-58.3939754963,1369158.0,474,60838,11
272,2010-03-24 19:07:32+00:00,47.6609362996,-122.3151040077,367331.0,231,32823,19
2176,2010-10-11 06:07:48+00:00,34.0360111,-118.6858416167,731432.0,1720,46196,6
3382,2010-06-19 22:02:54+00:00,34.3436566333,-89.51213935,533268.0,2677,39452,22
4364,2010-05-10 03:53:55+00:00,-37.8183360651,144.9672496319,12623.0,3331,1320,3
993,2010-09-05 22:35:52+00:00,35.80932438,-83.57996183,131818.0,809,18441,22
2004,2010-09-27 20:32:51+00:00,37.6163560649,-122.3861503601,19542.0,1590,2951,20
5090,2010-08-11 17:34:35+00:00,32.0238448771,-81.1099018464,218400.0,3838,24708,17
1181,2010-05-26 18:04:54+00:00,47.4879399333,19.007139,894754.0,964,50663,18
85,2010-07-05 16:40:26+00:00,37.3752718,-122.1143291833,34535.0,70,6384,16
5908,2010-07-09 00:40:43+00:00,39.906762,116.505581917,1370979.0,4345,60882,0
488,2010-01-21 18:47:22+00:00,39.0528237667,-94.59031105,8938.0,416,1,18
8623,2010-06-27 15:56:53+00:00,42.6253822141,-88.5994040966,399046.0,5736,34255,15
211,2010-08-07 19:51:07+00:00,41.88729673,-87.62828505,378210.0,179,33334,19
4546,2010-03-28 19:37:41+00:00,40.0214985667,-86.1640697167,287254.0,3451,28729,19
551,2010-01-21 14:49:03+00:00,32.78830909,-97.37053126,323414.0,469,30618,14
9048,2010-07-26 00:33:23+00:00,33.6780106833,-115.9658408167,816904.0,5971,48621,0
4590,2009-12-23 22:40:50+00:00,33.3192634333,-111.98117295,260740.0,3483,27350,22
471,2010-10-13 23:58:36+00:00,30.3307962833,-97.7309713,431527.0,400,35590,23
8606,2010-07-23 21:29:40+00:00,39.7388578599,-104.9901366234,1109786.0,5724,55787,21
1359,2010-10-08 21:26:11+00:00,53.49513393,-113.65971338,1145693.0,1103,56559,21
7590,2010-01-29 14:21:57+00:00,53.5836653455,10.0073754787,26895.0,5252,4721,14
4929,2010-08-29 19:01:04+00:00,36.1362053501,-86.8009304548,103988.0,3744,16003,19
753,2010-04-03 03:56:06+00:00,37.6182863749,-122.386765678,579410.0,631,41047,3
4848,2010-01-10 05:38:32+00:00,40.7139703,-73.95013445,356535.0,3678,32254,5
5385,2010-01-19 21:17:05+00:00,47.5890706333,-122.1250475333,415482.0,4029,34892,21
1488,2010-06-05 22:16:11+00:00,29.9542745555,-90.0711214542,388714.0,1193,33775,22
8696,2010-10-20 04:30:55+00:00,21.30396265,-157.83694185,118833.0,5783,17360,4
4923,2010-02-22 05:07:56+00:00,41.7064381333,-87.7996057333,325649.0,3740,30735,5
2951,2010-09-09 17:56:53+00:00,32.7539261167,-97.35416135,17605.0,2330,2506,17
792,2010-10-02 09:20:48+00:00,36.5114211754,-4.8918557167,3699693.0,660,67179,9
533,2010-02-25 15:52:21+00:00,30.2636079743,-97.7395677567,9246.0,452,148,15
6547,2010-01-28 19:07:39+00:00,33.5087466167,-112.0448833,467181.0,4739,37069,19
3783,2009-12-02 17:51:45+00:00,32.9128455667,-96.7464842,39378.0,2960,7329,17
365,2009-12-28 02:36:08+00:00,47.6360642833,-122.2775316167,13606.0,311,1575,2
9201,2010-07-13 06:26:35+00:00,51.75868266,-1.26037555,922192.0,6038,51378,6
249,2010-01-02 07:01:17+00:00,32.9051361084,-117.2435836792,303034.0,213,29554,7
5770,2010-09-03 02:56:56+00:00,40.7641186535,-73.9812630415,62478.0,4268,11122,2
5406,2010-09-16 12:48:28+00:00,51.5157082833,-0.1320126333,69166.0,4043,12046,12
3425,2010-02-24 01:44:42+00:00,41.8912168,-87.6307642,604173.0,2709,41834,1
5729,2010-09-03 02:33:47+00:00,30.2980686833,-97.7071520167,372051.0,4238,33032,2
6113,2009-11-08 16:33:51+00:00,30.2685516159,-97.7427113056,12533.0,4469,1292,16
1430,2010-09-14 16:21:48+00:00,24.5853439939,46.62581563,540551.0,1151,39690,16
4603,2010-05-22 01:34:17+00:00,48.4261903833,-123.3239168,29684.0,3494,5374,1
826,2010-10-12 17:10:22+00:00,34.6614789963,-86.6697639227,1506461.0,686,63269,17
4879,2010-01-13 05:18:44+00:00,47.6138249,-122.3141765667,35105.0,3702,6513,5
4318,2009-10-26 23:54:57+00:00,47.6116241475,-122.3335897923,49525.0,3301,9162,23
1039,2010-07-17 16:00:31+00:00,36.276177946,-115.322898417,1436281.0,847,62017,16
652,2010-09-11 22:47:47+00:00,37.6329256,-122.0975692667,422678.0,554,35227,22
8828,2010-09-24 22:11:11+00:00,30.3089230833,-97.7342927167,116702.0,5861,17195,22
3100,2010-01-09 00:43:53+00:00,33.9628791325,-84.0359347082,347476.0,2447,31801,0
2828,2010-07-21 19:36:56+00:00,34.0333214667,-117.0492073333,898698.0,2229,50768,19
5665,2010-03-18 02:22:22+00:00,30.2685699446,-97.7273712164,39990.0,4197,7451,2
1263,2010-07-31 17:10:33+00:00,40.7415926177,-74.363690444,52923.0,1028,9723,17
3834,2010-07-31 15:57:49+00:00,32.910404677,-96.805848197,1322453.0,2987,59970,15
35,2009-11-25 00:13:48+00:00,33.1260779667,-96.79282265,129355.0,28,18255,0
2545,2010-05-31 22:45:16+00:00,36.8492142468,-76.2897940346,68048.0,1992,11891,22
5200,2010-03-14 04:12:10+00:00,30.2677222876,-97.7412736416,14492.0,3909,1761,4
1188,2010-07-11 19:34:35+00:00,33.7904482,-117.789725083,1224603.0,969,58212,19
4702,2010-05-08 02:47:49+00:00,33.08826105,-96.8217087,22989.0,3571,3733,2
637,2010-10-02 13:24:46+00:00,24.763386,46.653935,2329449.0,542,65686,13
1426,2010-04-22 16:13:40+00:00,21.46654379,39.20729357,726561.0,1147,46040,16
984,2010-10-13 13:07:59+00:00,51.5479630027,-0.0136041641,1009247.0,802,53588,13
525,2010-03-08 18:38:45+00:00,43.6480621667,-72.3178071,164445.0,446,20938,18
8703,2010-06-25 13:03:44+00:00,33.7819831027,-84.393453598,489459.0,5785,37884,13
4730,2010-04-05 02:20:48+00:00,47.6081407,-122.33441859,293010.0,3588,29020,2
4952,2010-03-05 15:27:39+00:00,40.76474469,-73.98251992,648238.0,3759,43269,15
3229,2010-04-15 23:36:44+00:00,32.7944177569,-96.8000006676,9066.0,2551,39,23
2949,2010-09-11 02:10:26+00:00,35.907686,128.611833,3371091.0,2328,66842,2
2917,2010-05-11 13:09:42+00:00,46.2018732877,6.1521681362,742621.0,2303,46545,13
1251,2010-07-01 19:55:44+00:00,21.5756041959,39.1272068024,735977.0,1019,46332,19
4797,2010-05-08 18:25:06+00:00,32.8363072984,-96.7701411394,82289.0,3639,13614,18
576,2009-10-01 01:05:50+00:00,39.0385965,-94.5873387667,16013.0,491,2125,1
204,2009-10-31 01:08:05+00:00,40.0261808281,-105.2495062351,21022.0,173,3254,1
3751,2010-07-17 22:18:21+00:00,36.1510572167,-86.7819179667,786890.0,2939,47806,22
6075,2010-03-16 14:35:08+00:00,30.2636079743,-97.7395677567,9246.0,4443,148,14
6455,2010-03-26 00:20:39+00:00,35.4749801667,-97.5195946333,24650.0,4692,4126,0
1108,2010-05-25 21:27:22+00:00,21.2980008833,-157.83975605,65177.0,907,11519,21
3384,2010-10-07 01:09:07+00:00,47.6212068252,-122.1326816082,418915.0,2679,35047,1
3747,2010-05-14 16:56:53+00:00,27.7186141167,-97.3944840333,19679.0,2935,2980,16
7414,2010-07-29 07:06:59+00:00,51.3760614197,-0.3907829571,463246.0,5180,36941,7
267,2010-08-31 23:18:25+00:00,30.3237125167,-97.7274703833,24986.0,228,4226,23
5244,2010-07-19 01:28:42+00:00,30.26955485,-97.74220705,10305.0,3944,592,1
6136,2010-10-07 21:21:04+00:00,30.30142775,-97.7206051667,125528.0,4486,17935,21
490,2010-09-28 23:47:35+00:00,30.2689824933,-97.740393877,843881.0,418,49377,23
6174,2009-12-24 00:02:37+00:00,41.2664851292,-96.0680580139,217205.0,4512,24631,0
4808,2010-03-07 00:11:36+00:00,48.1328858455,11.5892457962,486016.0,3650,37745,0
5683,2010-09-01 18:39:03+00:00,30.2401790498,-97.7469331026,466391.0,4209,37032,18
434,2010-07-24 18:37:09+00:00,30.2679910093,-97.7549743652,1418564.0,367,61676,18
2818,2010-07-21 19:45:48+00:00,34.4218557167,-118.5973934167,773120.0,2221,47380,19
4308,2010-04-03 20:30:10+00:00,43.0685440833,-76.1130765,864948.0,3294,49902,20
3083,2010-06-03 00:38:53+00:00,39.7500236667,-86.31746995,641369.0,2433,43034,0
2738,2010-08-08 21:34:13+00:00,32.9185203667,-96.95916705,793459.0,2154,47983,21
4559,2010-08-05 20:16:16+00:00,33.7712838169,-84.3901973963,952338.0,3459,52181,20
1525,2010-09-22 16:12:16+00:00,59.2966100734,18.0437135696,816758.0,1221,48618,16
1247,2010-07-02 06:07:19+00:00,53.4040653833,-2.34457115,211935.0,1015,24217,6
3486,2010-08-06 18:33:50+00:00,59.8886867167,10.52782565,699344.0,2760,45104,18
8554,2009-11-14 00:32:26+00:00,37.37002,-122.04179535,28315.0,5694,5067,0
1174,2010-10-10 02:55:58+00:00,40.7444201864,-73.9872121811,95281.0,960,15104,2
2144,2010-10-13 11:28:19+00:00,53.4750334412,-2.2414240981,609129.0,1697,41990,11
7777,2010-02-09 05:05:19+00:00,37.7873415436,-122.4085650111,203431.0,5329,23659,5
557,2010-10-03 10:09:17+00:00,51.4711990231,-0.4536151886,22833.0,474,3696,10
786,2010-02-15 17:17:44+00:00,42.3457986518,-71.1081426384,121868.0,654,17625,17
6566,2010-08-09 03:22:50+00:00,37.7124711057,-122.2141563892,238615.0,4749,26055,3
942,2010-10-02 00:58:44+00:00,42.421119699,-71.1702943487,774339.0,770,47423,0
4919,2010-03-26 00:04:07+00:00,33.5279803,-117.1490512,518539.0,3737,38909,0
7673,2010-04-22 03:20:49+00:00,40.7773641606,-73.9522912352,111809.0,5288,16742,3
6815,2010-05-15 11:54:26+00:00,48.052862486,8.2056820393,211932.0,4887,24216,11
3540,2010-03-03 22:49:54+00:00,37.7725130667,-122.4410000333,554314.0,2795,40156,22
1597,2010-08-19 23:57:19+00:00,32.9271197167,-96.8313288667,12363.0,1274,1246,23
2255,2010-06-29 12:56:15+00:00,35.8401416167,-78.64315905,181386.0,1773,22149,12
4874,2010-08-27 14:40:22+00:00,47.6405772167,-122.2604649667,17918.0,3697,2608,14
319,2010-03-30 01:35:17+00:00,45.5190114735,-122.68327577,153595.0,269,20138,1
4925,2009-10-08 01:55:23+00:00,40.7438232667,-74.1795380833,37364.0,3742,6952,1
4559,2010-04-25 23:41:09+00:00,33.7735234425,-84.3729293346,917557.0,3459,51278,23
1922,2010-08-30 19:04:25+00:00,32.8140124,-97.4293306,16489.0,1527,2245,19
142,2010-06-26 14:18:51+00:00,29.9877985723,-95.3393554688,23523.0,122,3871,14
790,2010-05-28 02:27:27+00:00,45.5867498,-122.3992771,1181521.0,658,57316,2
3017,2010-09-23 13:28:46+00:00,39.0999506188,-84.5125275394,218642.0,2381,24731,13
2633,2010-09-10 09:53:01+00:00,40.7745781069,-73.8720059395,12505.0,2068,1283,9
3360,2010-03-31 17:32:53+00:00,30.6195864716,-96.3422119617,582342.0,2664,41134,17
402,2009-11-10 17:55:26+00:00,35.49268,-97.5298762167,51734.0,343,9529,17
3477,2010-10-17 16:51:49+00:00,37.2066993491,-93.291314848,35458.0,2753,6571,16
7464,2010-02-09 17:48:08+00:00,18.1411850452,-65.8084326982,532954.0,5203,39440,17
4302,2010-02-01 00:09:46+00:00,37.8063116,-122.4237279,407624.0,3289,34596,0
5007,2010-07-30 02:32:29+00:00,37.7040595667,-121.8838870833,120272.0,3792,17495,2
222,2010-02-02 20:47:11+00:00,42.0798329667,-87.76274505,685312.0,189,44605,20
726,2010-07-08 18:32:57+00:00,51.51120363,-0.071411314,694660.0,607,44947,18
8881,2010-05-19 19:26:11+00:00,38.95261955,-77.35302412,418430.0,5892,35028,19
822,2010-07-16 13:05:00+00:00,41.37929248,-81.73427993,1076488.0,683,55106,13
4796,2010-03-13 20:15:21+00:00,52.3664002514,4.8852996826,639683.0,3638,42983,20
3667,2010-05-30 19:07:03+00:00,30.2266770601,-97.8212141991,758507.0,2885,46968,19
2921,2009-12-01 19:02:41+00:00,33.1333148667,-117.0578485,40610.0,2306,7580,19
2661,2010-08-11 21:08:48+00:00,33.8112114892,-117.9208275676,35490.0,2093,6579,21
4717,2010-02-20 00:15:16+00:00,32.67366395,-97.091743,584128.0,3580,41211,0
1464,2010-04-08 19:25:15+00:00,32.9487604333,-117.2401099667,878090.0,1175,50212,19
7122,2010-06-18 23:15:08+00:00,32.5108020167,-92.1568034333,296539.0,5051,29163,23
1256,2010-07-03 17:01:28+00:00,41.88167555,-87.65347775,538751.0,1023,39628,17
191,2010-05-12 15:32:02+00:00,37.7845209929,-122.4032658256,162122.0,162,20774,15
4754,2009-11-28 22:26:42+00:00,47.6088452333,-122.3405957167,10710.0,3607,768,22
1940,2010-08-13 20:45:40+00:00,40.7563870218,-73.9729388735,267593.0,1542,27777,20
175,2009-11-24 13:14:18+00:00,59.4048595445,17.9497396946,112616.0,148,16812,13
3158,2010-03-09 19:27:18+00:00,38.7661427,-76.9952957167,676286.0,2495,44285,19
2159,2010-09-24 19:19:54+00:00,51.337776784,12.381096167,2864598.0,1705,66282,19
4306,2010-03-14 18:55:13+00:00,30.2635153076,-97.7401685715,671781.0,3292,44122,18
3335,2010-08-23 00:38:42+00:00,37.5154508833,-77.4713497333,29662.0,2643,5369,0
739,2010-03-05 12:25:55+00:00,35.0521675213,-85.3176355362,429693.0,619,35511,12
4880,2010-05-26 01:05:48+00:00,41.7091871167,-88.20626085,429660.0,3703,35508,1
4813,2009-11-17 01:26:50+00:00,32.7515678196,-97.0830059052,9362.0,3653,214,1
552,2010-09-03 17:43:18+00:00,51.530112,-0.12438,1593096.0,470,64575,17
2969,2010-04-09 18:19:46+00:00,42.4691601667,-71.3501068167,693269.0,2346,44898,18
5617,2010-04-30 03:16:04+00:00,52.3795190382,4.8969358206,544529.0,4167,39837,3
4994,2010-08-18 23:39:51+00:00,43.645625887,-79.41909911,2009477.0,3784,65252,23
522,2010-03-14 23:34:41+00:00,36.0108015667,-78.9531540333,712053.0,444,45540,23
2560,2010-03-09 15:03:41+00:00,47.603101775,-122.333143003,284714.0,2003,28585,15
3299,2010-07-25 23:46:04+00:00,32.9652237167,-96.9940130333,69400.0,2612,12075,23
4057,2010-09-22 02:19:08+00:00,33.78315293,-84.38355323,3422995.0,3126,66903,2
5896,2010-02-24 22:59:45+00:00,37.3664506167,-122.0332422833,39061.0,4341,7270,22
4111,2010-02-12 04:28:13+00:00,33.5591995,-117.6291989833,373017.0,3157,33087,4
6420,2009-12-19 03:57:04+00:00,35.4642807,-97.5160391833,105143.0,4670,16153,3
6207,2010-01-03 20:51:29+00:00,40.0280416391,-82.9951322079,110428.0,4530,16608,20
5604,2010-01-18 14:15:21+00:00,37.79588705,-122.39487797,191617.0,4160,22824,14
174,2010-01-08 22:05:26+00:00,21.2807475167,-157.8140570167,346519.0,147,31740,22
2704,2010-07-21 14:19:23+00:00,38.91417133,-77.04553896,656649.0,2127,43529,14
1922,2010-09-04 14:18:29+00:00,32.8622422333,-97.3106968667,177833.0,1527,21917,14
2596,2010-09-17 18:10:18+00:00,45.774561967,-62.6666574,3913464.0,2036,67372,18
631,2010-10-20 18:06:35+00:00,25.74979335,-80.25872129,1258429.0,536,58913,18
2673,2010-07-17 01:21:37+00:00,30.1562132,-94.2761112333,143852.0,2101,19338,1
3344,2010-10-07 15:49:10+00:00,39.7099098,-75.593495667,1546768.0,2650,63876,15
3102,2010-09-20 20:14:17+00:00,27.9763434229,-82.7048206329,347682.0,2449,31817,20
1218,2010-10-15 17:26:50+00:00,49.2259292,-123.003686108,20789.0,994,3198,17
1420,2010-04-21 03:57:40+00:00,47.6143629667,-122.31269365,262581.0,1142,27492,3
1740,2010-07-05 05:15:48+00:00,33.8541666667,-117.5608333333,1355623.0,1381,60578,5
4678,2010-09-06 18:10:24+00:00,32.9416090875,-97.1293287142,1092509.0,3553,55423,18
1516,2010-08-23 01:06:35+00:00,33.3221286535,-111.8416517973,1368669.0,1212,60830,1
2401,2010-03-30 20:10:01+00:00,49.2822171464,-123.1101965904,93662.0,1887,14948,20
1403,2010-05-24 14:22:27+00:00,52.09187865,5.1347780167,1097662.0,1129,55555,14
3505,2010-08-04 20:05:52+00:00,39.5498302816,-75.6563508511,100266.0,2775,15638,20
4078,2010-10-02 21:52:42+00:00,30.1841420046,-97.8478002548,104525.0,3140,16070,21
1536,2010-06-23 17:13:41+00:00,28.7047656833,-81.2066956833,1079822.0,1229,55168,17
4738,2010-10-08 15:16:29+00:00,37.768030913,-122.39257534,5140915.0,3593,68401,15
8430,2010-04-15 16:34:55+00:00,34.0920868833,-118.2801161833,23426.0,5617,3849,16
5767,2010-08-24 19:46:02+00:00,30.2440709018,-97.7581874341,238945.0,4266,26080,19
5604,2010-08-05 14:36:57+00:00,37.7620801833,-122.4353860333,119092.0,4160,17382,14
4843,2010-05-03 15:36:53+00:00,45.5338296833,-122.93517415,502033.0,3676,38320,15
6437,2010-03-01 17:05:30+00:00,34.7504791916,-92.2872114812,631172.0,4681,42697,17
2298,2010-10-14 01:36:09+00:00,34.2362890667,-118.5375883333,578331.0,1808,41006,1
7468,2010-03-13 23:00:41+00:00,33.4225655,-111.9070612167,704410.0,5206,45278,23
2468,2010-09-04 23:29:42+00:00,38.141036,-122.246735,2214179.0,1933,65504,23
635,2010-05-04 18:10:33+00:00,32.36211031,-97.38804847,1064283.0,540,54840,18
4914,2010-06-03 17:34:26+00:00,34.17173389,-118.6060380936,52210.0,3732,9607,17
4686,2010-02-20 15:54:56+00:00,32.8995398392,-97.0378286474,315151.0,3559,30206,15
5247,2010-05-08 22:21:24+00:00,37.3372178333,-122.0671816167,53312.0,3947,9787,22
6183,2010-01-23 05:08:16+00:00,40.7247522833,-73.98717355,435215.0,4518,35779,5
3571,2010-08-12 23:14:43+00:00,29.8236536833,-97.9862022333,15339.0,2820,1987,23
5027,2010-08-05 01:24:21+00:00,40.249633384,-111.651390214,1345503.0,3806,60368,1
5364,2010-05-11 01:21:58+00:00,32.8688362284,-96.7741565019,23949.0,4020,3968,1
2198,2010-09-11 17:02:34+00:00,33.8544943333,-117.8406157333,394020.0,1735,34020,17
4781,2010-06-21 17:39:48+00:00,32.7944177569,-96.8000006676,9066.0,3625,39,17
1129,2010-09-05 16:13:44+00:00,45.466629003,9.1608574881,593433.0,923,41491,16
3978,2010-02-01 14:16:38+00:00,30.3535738208,-97.7490949631,489563.0,3078,37886,14
2984,2010-07-17 15:16:52+00:00,34.1901296,-79.8379355,171245.0,2359,21458,15
2705,2010-05-02 13:03:01+00:00,39.9604717577,-75.1688657918,627454.0,2128,42578,13
2188,2010-09-04 19:35:59+00:00,31.9640048844,35.8639347553,602740.0,1728,41780,19
4920,2010-02-25 18:49:37+00:00,40.734039317,-73.9906990528,22168.0,3738,3524,18
5894,2010-01-27 12:20:40+00:00,43.13562295,-77.4923162333,56192.0,4339,10212,12
124,2010-04-29 04:57:09+00:00,37.4462349582,-122.1612203121,785194.0,106,47742,4
3128,2009-11-22 17:56:48+00:00,37.3329830667,-122.01917825,34147.0,2471,6315,17
8184,2010-08-15 21:10:03+00:00,37.7773888296,-122.3951518536,17216.0,5490,2413,21
1985,2010-05-28 15:31:08+00:00,32.8904438226,-97.0365071297,18908.0,1578,2829,15
3689,2010-04-04 21:23:35+00:00,30.2836404612,-97.7325296402,10526.0,2899,693,21
6838,2010-10-16 17:30:53+00:00,48.1367683333,11.5760922333,14096.0,4901,1691,17
2193,2010-08-10 09:49:18+00:00,37.2957837582,-121.8351280689,1581986.0,1730,64407,9
1488,2010-06-07 13:17:37+00:00,29.9505202333,-90.0685608167,190520.0,1193,22748,13
2319,2010-09-10 19:11:42+00:00,30.3971345667,-97.72699685,445746.0,1824,36183,19
8545,2010-08-04 00:20:17+00:00,37.8207242489,-122.2658210993,1523195.0,5688,63523,0
1686,2010-09-05 19:36:03+00:00,38.8964188221,-77.0065963268,61837.0,1343,11046,19
6927,2010-03-22 02:40:26+00:00,37.7854104,-122.3994687,58289.0,4950,10527,2
3206,2010-02-27 00:34:53+00:00,33.43027985,-86.7093626167,56617.0,2533,10276,0
3444,2010-03-03 02:50:49+00:00,32.8509195333,-97.2382093,30090.0,2726,5446,2
2310,2010-09-01 03:17:56+00:00,32.9155306567,-117.1187853813,139413.0,1817,19004,3
1203,2010-07-18 23:25:13+00:00,49.2386577333,-123.0652929167,441096.0,983,35972,23
3167,2010-08-19 23:38:28+00:00,33.5968372857,-112.2190868855,96806.0,2504,15287,23
53,2010-09-16 01:52:51+00:00,37.8729563477,-122.2519111633,9131.0,41,82,1
1149,2010-09-14 19:18:46+00:00,34.147350383,-118.07388955,2730368.0,938,66128,19
4947,2010-06-19 17:01:45+00:00,59.523511789,17.895530741,1307076.0,3756,59687,17
6112,2010-02-17 17:19:44+00:00,30.25178995,-97.70227285,572867.0,4468,40839,17
547,2010-08-30 16:44:14+00:00,30.2691029532,-97.7493953705,420315.0,466,35103,16
685,2010-10-06 12:32:52+00:00,1.3318085167,103.8496275167,493667.0,573,38059,12
776,2010-08-12 11:06:42+00:00,40.77755605,-73.97365105,1426499.0,645,61821,11
3120,2010-04-23 18:28:43+00:00,38.8626086801,-77.3592300028,438054.0,2463,35853,18
